fecha_atraque,fecha_salida,id_buque,nombre_puerto
2021-01-21 15:59:22,,229,Punta Arenas
2018-01-24 22:50:57,2018-02-08 18:10:36,72,Coronel
2021-08-07 07:28:27,,171,Quintero
2021-06-29 12:15:27,,136,Ancud
2021-03-19 17:04:57,,86,Quellon
2013-07-29 17:08:33,2013-07-30 12:27:50,31,valparaiso
2018-07-08 22:02:32,2018-07-09 21:22:52,118,Punta Arenas
2021-06-24 13:09:23,,187,Mejillones
2020-03-10 11:36:11,2020-03-11 01:38:14,10,La Serena
2021-06-13 13:10:02,,174,Cruz Grande
2013-02-02 03:29:01,2013-02-02 23:01:10,217,Puerto Natales
2016-05-27 19:07:36,2016-05-28 09:25:33,103,Port Williams
2020-09-24 10:14:01,,74,Guayacan
2020-11-25 00:18:10,,32,Quellon
2021-06-10 07:00:54,,9,La Serena
2014-07-27 12:41:09,2014-07-28 05:22:40,178,Chacabuco
2011-06-29 08:38:14,2011-06-30 07:16:02,110,Puerto Montt
2020-11-07 06:33:19,,174,Quintero
2020-09-21 07:31:18,,35,Calderilla
2020-11-04 12:02:39,,221,Cruz Grande
2017-03-21 21:44:15,2017-03-22 20:14:39,174,Tocopilla
2011-03-06 16:50:45,2011-03-07 14:46:14,18,Guayacan
2014-02-04 23:00:16,2014-02-14 19:30:27,30,Antofagasta
2015-05-26 20:38:50,2015-06-01 20:20:34,158,Penco
2015-12-28 22:11:40,2016-01-07 17:22:44,88,Antofagasta
2021-04-20 14:54:53,,147,Chacabuco
2020-09-14 12:17:58,,91,Ancud
2017-09-22 14:26:16,2017-09-23 08:33:19,242,Isla Guarello
2016-10-21 01:38:25,2016-10-21 19:14:06,106,Barquito
2010-05-11 22:19:11,2010-05-12 17:40:50,152,Iquique
2018-07-06 22:16:39,2018-07-13 13:45:18,239,Tocopilla
2020-11-13 12:28:45,,226,Huasco
2021-02-25 23:34:30,,179,Barquito
2020-10-19 02:27:55,,184,Ancud
2020-08-19 13:30:38,2020-08-20 12:37:44,159,Ancud
2013-06-18 07:54:37,2013-06-28 23:27:05,156,Punta Patache
2021-02-23 05:12:12,,174,Cabo Negro
2021-01-18 22:09:01,,68,San Vicente
2021-01-12 14:47:25,,16,Guayacan
2016-04-27 13:08:05,2016-04-28 11:59:16,140,Mejillones
2021-07-05 10:15:10,,229,Lirquen
2014-11-09 20:45:05,2014-11-10 11:02:35,192,Puerto Montt
2011-08-08 03:47:36,2011-08-08 23:09:24,77,Quintero
2014-11-12 12:01:25,2014-11-24 04:51:12,129,Arica
2017-02-10 14:47:09,2017-02-18 06:52:37,147,nombre
2012-08-11 18:46:13,2012-08-12 16:50:39,27,Chacabuco
2013-08-21 00:14:12,2013-08-21 19:01:00,52,Balmaceda
2021-06-17 01:52:24,,185,Puerto Angamos
2011-11-13 17:48:15,2011-11-14 15:49:12,147,Taltal
2021-07-08 06:01:34,,48,Punta Patache
2021-02-14 12:26:47,,59,Cruz Grande
2010-06-02 12:56:51,2010-06-03 09:14:50,123,Cruz Grande
2019-05-20 20:38:51,2019-05-25 11:35:23,25,Tocopilla
2020-12-26 16:37:46,,121,Huasco
2021-05-13 18:57:35,,211,Guayacan
2015-04-29 08:42:43,2015-04-29 22:53:17,76,Barquito
2021-02-08 07:00:31,,213,Chacabuco
2012-06-21 03:27:59,2012-06-27 19:57:49,230,Penco
2011-11-12 11:19:25,2011-11-13 07:14:55,158,Isla de Pascua
2020-02-26 05:46:15,2020-02-27 05:39:29,118,Puerto Montt
2021-07-20 08:58:56,,72,Corral
2013-10-27 18:19:08,2013-11-01 14:56:51,170,Lirquen
2012-06-27 15:20:50,2012-06-28 06:54:10,206,Puerto Montt
2014-01-04 23:22:27,2014-01-05 20:58:33,62,nombre
2020-11-23 03:14:28,,174,Caleta Patillos
2016-03-22 13:59:32,2016-03-23 11:22:51,200,Mejillones
2011-07-27 23:45:41,2011-07-28 20:12:25,47,Antofagasta
2021-05-14 15:32:18,,90,Penco
2011-01-09 02:43:25,2011-01-09 22:12:14,201,Huasco
2020-03-18 10:24:46,2020-03-19 09:19:10,46,Isla Guarello
2019-11-11 14:41:34,2019-11-12 06:29:01,82,Balmaceda
2016-11-14 03:19:27,2016-11-14 23:19:37,185,Puerto Natales
2017-12-04 23:56:11,2017-12-05 18:46:39,80,San Vicente
2013-11-15 05:24:18,2013-11-28 00:22:08,75,Caleta Coloso
2012-11-11 01:48:27,2012-11-22 22:01:52,196,nombre
2016-08-20 23:18:56,2016-08-21 14:24:25,1,Chacabuco
2015-04-13 02:06:49,2015-04-25 20:44:18,82,nombre
2011-11-29 07:23:58,2011-11-29 21:51:57,169,Puerto Montt
2015-06-25 19:46:24,2015-06-26 16:00:42,218,Mejillones
2014-10-19 08:06:22,2014-10-28 07:34:07,219,Antofagasta
2010-03-11 00:26:24,2010-03-11 21:14:38,71,Quintero
2015-08-09 18:41:46,2015-08-10 13:25:35,27,San Vicente
2018-02-17 12:50:16,2018-02-28 05:42:52,140,Cabo Negro
2012-03-05 16:44:00,2012-03-06 10:35:16,90,Caleta Patillos
2020-10-13 02:41:08,,179,Guayacan
2021-07-04 20:42:59,,119,Huasco
2020-02-09 14:53:37,2020-02-10 05:22:28,180,Penco
2021-05-30 22:59:28,,185,Balmaceda
2014-12-10 12:58:57,2014-12-11 08:52:52,78,Puerto Montt
2018-09-08 22:43:03,2018-09-16 14:26:47,141,Puerto Angamos
2021-01-16 12:18:04,,156,Coronel
2018-06-12 17:19:21,2018-06-13 09:13:28,44,Isla Guarello
2015-05-27 07:02:54,2015-05-28 01:52:30,203,Puerto Angamos
2013-06-18 20:23:35,2013-06-19 17:05:55,59,Quellon
2020-10-01 15:08:05,,75,nombre
2012-04-03 07:33:44,2012-04-04 04:48:23,178,Taltal
2013-08-22 02:07:11,2013-08-22 21:57:28,53,Caleta Coloso
2017-08-02 17:21:11,2017-08-03 08:49:50,47,Quintero
2021-06-07 14:27:48,,183,valparaiso
2015-09-11 20:36:48,2015-09-12 19:11:26,98,nombre
2018-04-14 00:36:45,2018-04-14 22:59:53,107,Lota
2011-07-06 16:33:06,2011-07-14 16:06:27,96,Calderilla
2013-09-03 07:39:14,2013-09-04 06:32:59,101,Ancud
2020-08-11 10:04:04,2020-08-17 01:52:38,148,Arica
2020-11-27 02:42:01,,158,Ancud
2020-11-01 17:45:43,,3,Valdivia
2010-09-01 06:59:50,2010-09-07 23:05:28,157,Lota
2017-10-24 23:02:26,2017-10-25 14:23:27,85,Iquique
2020-10-21 05:15:48,,191,Lota
2016-08-21 06:55:26,2016-08-22 01:57:07,178,Quintero
2018-03-05 03:05:07,2018-03-05 20:23:03,32,Arica
2010-06-03 14:38:40,2010-06-04 05:50:33,93,valparaiso
2013-10-02 23:29:26,2013-10-11 14:24:05,108,Puerto Angamos
2017-07-12 08:34:35,2017-07-16 07:10:27,40,La Serena
2012-05-14 11:21:05,2012-05-15 06:10:42,237,Chacabuco
2016-04-01 06:49:02,2016-04-02 04:58:15,156,San Vicente
2021-01-18 01:11:17,,9,Calderilla
2017-07-27 15:51:37,2017-07-31 10:23:40,248,Lota
2021-04-09 21:23:48,,101,Mejillones
2019-04-02 05:26:23,2019-04-08 04:19:00,8,Penco
2017-08-04 08:48:24,2017-08-05 06:18:20,146,Arica
2020-10-23 11:37:53,,219,Castro
2021-06-25 07:28:16,,79,Isla Guarello
2014-10-02 20:18:54,2014-10-03 10:57:57,156,La Serena
2021-04-28 06:52:45,,29,Calderilla
2021-06-04 11:29:28,,130,Caldera
2014-08-04 06:30:06,2014-08-12 22:29:25,198,Quellon
2021-03-02 20:16:13,,140,Cruz Grande
2020-10-16 15:36:57,,193,Barquito
2014-06-06 11:02:55,2014-06-07 05:04:01,126,Caldera
2017-11-11 02:39:34,2017-11-14 17:38:09,2,Caleta Patillos
2011-03-08 22:03:18,2011-03-19 17:02:22,74,Lota
2015-01-12 17:27:56,2015-01-25 09:18:14,178,Antofagasta
2021-06-11 09:49:42,,194,Ancud
2021-06-02 15:20:26,,38,Quellon
2020-04-01 06:20:10,2020-04-02 04:49:09,201,Isla Guarello
2012-10-08 09:49:15,2012-10-09 02:45:39,114,Corral
2014-11-28 14:41:08,2014-11-29 11:45:54,62,Cruz Grande
2010-12-22 18:00:49,2010-12-23 17:37:27,41,Isla Guarello
2016-05-14 02:14:56,2016-05-23 19:32:58,217,La Serena
2019-12-31 23:27:42,2020-01-01 22:18:25,81,Isla Guarello
2017-11-21 06:50:06,2017-12-03 06:32:09,150,Quellon
2013-07-14 16:38:30,2013-07-21 11:20:39,163,Coronel
2011-02-03 04:03:40,2011-02-13 01:37:34,98,Quellon
2021-05-13 09:06:10,,40,Barquito
2018-06-24 22:50:11,2018-06-25 18:07:37,5,Barquito
2011-03-25 10:22:20,2011-03-26 01:58:18,195,Caldera
2017-04-23 18:57:02,2017-04-24 15:06:13,58,Caleta Coloso
2010-12-08 13:49:10,2010-12-09 13:22:32,199,Quemchi
2017-04-16 11:20:17,2017-04-17 11:05:24,193,Taltal
2020-12-26 05:00:40,,205,Caleta Patillos
2018-07-31 15:08:17,2018-08-13 09:30:44,106,Isla Guarello
2021-03-13 17:25:18,,127,Arica
2020-12-08 08:15:25,,224,San Antonio
2020-06-16 23:27:55,2020-06-17 20:22:29,137,Balmaceda
2020-10-11 18:15:20,,56,Cruz Grande
2021-02-17 11:29:21,,115,Coronel
2013-02-28 03:50:49,2013-03-13 21:55:37,31,Arica
2016-10-04 08:50:56,2016-10-13 08:24:52,97,Calderilla
2014-09-23 15:51:10,2014-09-28 09:47:07,24,Caldera
2020-08-12 18:25:54,2020-08-18 16:17:37,205,Castro
2010-02-09 11:36:53,2010-02-10 01:47:57,204,Cruz Grande
2020-11-20 00:46:32,,225,Puerto Montt
2015-08-03 08:03:41,2015-08-04 06:46:43,32,Caleta Patillos
2012-08-27 04:08:27,2012-08-28 00:40:59,182,Puerto Montt
2011-12-29 14:40:54,2012-01-06 07:20:57,153,Guayacan
2017-01-04 03:00:39,2017-01-09 02:31:36,4,Puerto Angamos
2021-06-19 08:18:04,,142,Barquito
2014-05-29 09:53:21,2014-05-29 23:47:28,239,Penco
2010-09-16 12:32:35,2010-09-25 06:48:46,47,Chacabuco
2015-01-26 13:09:04,2015-01-27 09:32:15,179,Quintero
2014-02-12 18:11:13,2014-02-23 15:40:21,186,Lirquen
2012-07-04 22:56:10,2012-07-05 16:33:48,75,Penco
2015-09-26 17:21:30,2015-09-27 13:01:10,233,Balmaceda
2021-07-25 12:54:03,,200,Isla Guarello
2020-05-05 16:21:31,2020-05-09 13:47:05,246,San Antonio
2016-12-06 02:47:30,2016-12-06 17:01:57,202,Iquique
2020-09-21 04:29:46,,84,valparaiso
2020-10-14 22:20:18,,149,Quellon
2017-11-13 10:30:03,2017-11-14 01:44:49,23,Quintero
2016-03-01 12:21:36,2016-03-13 02:31:15,21,Lirquen
2021-08-07 02:44:03,,81,Puerto Montt
2020-11-09 11:37:46,,32,Quintero
2021-01-28 11:27:56,,249,Coquimbo
2021-08-28 00:32:31,,104,Isla Guarello
2019-02-24 09:17:44,2019-03-07 02:53:43,12,Ancud
2012-05-12 02:19:07,2012-05-13 00:39:37,61,Calderilla
2013-09-28 22:31:23,2013-10-08 18:23:43,245,Caleta Patillos
2020-11-11 00:02:58,,72,Cruz Grande
2021-08-05 17:59:49,,27,Lota
2011-09-17 17:23:25,2011-09-18 16:43:27,135,valparaiso
2014-04-26 19:41:22,2014-04-27 15:05:33,95,Cruz Grande
2020-11-13 02:05:05,,210,Arica
2021-02-21 04:52:26,,223,Guayacan
2013-03-02 01:30:23,2013-03-02 21:53:26,42,Mejillones
2021-04-13 16:19:39,,237,Barquito
2019-05-11 10:25:59,2019-05-12 02:26:39,194,Caldera
2021-06-24 03:33:47,,78,Chacabuco
2012-08-16 13:42:32,2012-08-17 06:32:51,66,Puerto Montt
2021-06-11 16:25:26,,56,Taltal
2015-07-12 18:05:30,2015-07-13 14:52:55,206,Barquito
2014-05-16 20:12:27,2014-05-28 13:54:04,207,Calderilla
2021-06-06 01:54:17,,82,Puerto Angamos
2020-04-07 03:41:53,2020-04-08 02:22:34,247,Guayacan
2021-06-23 21:19:52,,177,Coquimbo
2011-03-10 20:16:32,2011-03-16 17:49:35,167,Coronel
2020-11-18 00:28:16,,72,Penco
2021-05-25 21:38:22,,207,Caldera
2014-04-25 11:42:06,2014-05-03 07:14:14,90,Caleta Patillos
2019-04-21 23:47:33,2019-04-22 22:05:54,99,Arica
2017-06-25 06:43:17,2017-06-25 23:44:09,104,Chacabuco
2020-09-23 01:18:31,,94,Antofagasta
2020-10-29 20:57:11,,7,Quintero
2017-11-28 08:44:18,2017-11-29 00:45:24,154,Isla Guarello
2020-12-01 10:03:20,,149,Caleta Coloso
2020-09-11 23:06:48,,192,Ancud
2020-12-17 00:12:33,,95,Coquimbo
2019-06-24 20:18:16,2019-06-25 17:38:10,18,Isla Guarello
2020-03-06 04:46:32,2020-03-07 02:26:27,135,Corral
2015-01-26 01:46:05,2015-01-26 21:36:45,56,Arica
2018-04-08 17:00:41,2018-04-09 08:59:44,124,Taltal
2021-06-20 01:14:23,,26,Ancud
2017-04-07 19:58:33,2017-04-08 19:24:14,133,Cruz Grande
2020-10-20 06:32:42,,128,Quellon
2019-08-03 19:37:23,2019-08-04 12:02:59,233,valparaiso
2018-10-21 09:11:29,2018-10-22 08:48:39,96,Lota
2020-11-19 01:15:38,,246,Isla Guarello
2015-10-11 19:53:46,2015-10-12 14:49:33,62,Quintero
2021-02-09 13:00:47,,91,La Serena
2020-04-22 22:54:24,2020-05-05 18:14:58,243,Castro
2014-03-25 17:46:04,2014-03-26 17:41:30,231,nombre
2014-08-15 08:57:26,2014-08-16 03:13:48,95,Valdivia
2013-02-25 09:16:08,2013-03-12 05:27:38,168,Cruz Grande
2021-04-29 23:04:01,,134,Guayacan
2020-11-22 19:12:49,,130,Cabo Negro
2020-12-10 10:47:40,,49,Huasco
2016-12-25 01:04:05,2016-12-25 20:57:26,211,Port Williams
2015-07-05 16:29:02,2015-07-15 15:22:35,69,Guayacan
2021-06-04 09:18:23,,45,Calderilla
2013-08-18 23:22:03,2013-08-19 14:34:16,97,San Vicente
2021-06-02 05:22:15,,228,Isla Guarello
2021-01-26 17:30:16,,237,Caleta Patillos
2021-02-14 15:48:52,,160,Port Williams
2019-02-25 02:17:31,2019-02-25 23:01:28,200,Tocopilla
2020-09-12 22:50:48,,212,Coronel
2012-02-28 00:06:12,2012-02-28 22:16:29,221,Punta Patache
2012-10-29 09:13:42,2012-11-06 03:14:21,31,nombre
2012-08-24 04:16:03,2012-08-25 03:10:05,7,Cruz Grande
2011-06-26 21:11:00,2011-06-27 14:31:29,166,Caleta Coloso
2012-09-11 23:28:05,2012-09-12 19:22:04,61,Puerto Angamos
2020-12-05 09:06:20,,7,Talcahuano
2019-06-29 01:19:19,2019-07-03 22:14:52,236,Arica
2010-01-09 01:13:59,2010-01-18 15:43:36,52,Quintero
2010-08-21 08:11:29,2010-08-21 23:34:04,171,Caleta Coloso
2020-03-28 09:51:46,2020-04-07 00:22:20,187,Calderilla
2017-03-19 13:02:11,2017-03-20 03:52:45,12,Puerto Montt
2019-05-25 21:14:14,2019-05-26 17:39:33,182,Arica
2020-11-24 19:10:49,,185,Guayacan
2020-12-27 07:33:12,,143,Caleta Coloso
2021-01-15 06:04:58,,92,Penco
2019-07-25 20:22:49,2019-08-03 17:35:20,102,Calderilla
2020-01-29 11:13:33,2020-01-30 07:56:31,226,Mejillones
2021-07-08 05:07:19,,189,Arica
2019-10-19 21:50:09,2019-10-20 17:38:01,127,Balmaceda
2021-04-27 20:40:08,,106,Port Williams
2015-05-28 14:19:48,2015-06-11 08:51:17,5,Caldera
2021-05-08 22:19:54,,23,Puerto Angamos
2021-02-02 23:54:12,,6,Caleta Coloso
2020-05-28 18:51:36,2020-05-29 11:35:40,206,Quellon
2014-05-01 01:12:30,2014-05-01 23:09:33,84,Ancud
2011-10-08 14:25:18,2011-10-09 04:26:32,197,Valdivia
2015-04-06 07:29:48,2015-04-07 07:10:52,0,Cruz Grande
2021-09-01 04:05:01,,20,nombre
2014-03-25 04:24:54,2014-04-05 03:03:51,115,Chacabuco
2015-12-30 21:05:41,2015-12-31 13:07:47,64,Arica
2016-03-11 23:23:05,2016-03-12 17:26:17,42,Quellon
2020-09-21 06:54:51,,58,Puerto Natales
2016-05-21 00:39:16,2016-05-27 18:22:59,1,Puerto Montt
2016-09-12 16:32:55,2016-09-19 16:32:35,105,Isla Guarello
2015-09-18 05:53:00,2015-09-21 23:00:25,77,Puerto Montt
2012-05-06 10:41:34,2012-05-07 01:09:04,83,Barquito
2016-02-23 21:23:23,2016-02-24 14:14:09,10,Isla Guarello
2012-07-30 02:18:21,2012-08-04 18:05:29,163,Castro
2021-02-13 04:02:15,,4,Corral
2017-03-01 07:00:00,2017-03-06 00:06:48,141,Quintero
2015-12-28 14:26:52,2016-01-08 13:48:50,114,Cabo Negro
2017-03-08 15:29:41,2017-03-22 05:49:56,247,Ancud
2013-01-26 10:02:34,2013-01-27 07:30:39,76,Calderilla
2016-08-09 04:23:49,2016-08-09 23:57:48,214,Quellon
2021-01-04 14:48:25,,195,Antofagasta
2015-04-14 10:03:58,2015-04-15 09:41:02,78,nombre
2011-09-12 10:10:14,2011-09-13 01:03:34,197,La Serena
2015-10-07 03:27:49,2015-10-07 22:13:48,219,Quintero
2016-05-02 02:38:23,2016-05-03 01:29:06,197,valparaiso
2015-02-27 13:35:47,2015-03-08 13:33:18,87,Lota
2020-04-15 15:56:43,2020-04-16 14:24:24,146,Cruz Grande
2021-08-18 22:09:18,,152,Cabo Negro
2018-11-23 19:39:22,2018-11-30 14:59:08,18,Puerto Montt
2020-11-23 06:42:57,,187,Mejillones
2016-03-12 01:58:28,2016-03-12 19:59:41,40,Mejillones
2018-07-02 04:55:43,2018-07-03 00:48:09,228,Lota
2017-09-22 14:40:13,2017-09-23 06:12:57,157,Guayacan
2020-10-11 07:01:08,,14,Mejillones
2014-01-19 20:53:45,2014-01-20 13:56:55,30,Caleta Coloso
2021-08-01 14:16:38,,159,Taltal
2020-12-02 16:55:30,,84,Balmaceda
2021-02-03 15:23:39,,100,Mejillones
2013-12-16 01:14:47,2013-12-16 16:26:02,246,Quintero
2010-10-07 00:36:28,2010-10-10 22:57:26,185,Caldera
2021-01-05 07:58:19,,188,Cabo Negro
2021-05-31 06:14:19,,133,Mejillones
2012-07-16 10:05:09,2012-07-17 04:59:45,39,Guayacan
2016-08-25 04:30:33,2016-08-25 23:59:47,130,nombre
2015-10-29 08:12:01,2015-11-07 22:15:19,194,San Antonio
